English,Translation,Dialect
I accidentally exceeded my PIN tries. Please advise.,تعديت محاولات رقم التعريف الشخصي تبعي بالغلط، بتقدر تنصحني؟,1
My account is locked because I used the wrong pin too many times. Please help.p,نسكر حسابي عشان استخدمت رقم التعريف الشخصي الغلط اكتر من مرة، محتاج المساعدة,1
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,حطيت الرمز التعريف الشخصي الغلط اكتر من مرة ف احظره، بتقدر تساعدني الغي الحظر؟,1
Why is my PIN blocked?,ليش انحظر رقم التعريف الشخصي تبعي؟,1
I entered my pin wrong too many times.,حطيت رقم التعريف الشخصي تبعيي اكثر من مرة غلط,1
"My PIN got blocked, help.",انحظر رمز التعريف الشخصي تبعيز مساعدة,1
"My PIN has been blocked, what should I do?",رمز التعريف الشخصي تبعي محظور شو الحل؟,1
I tried my PIN too many times,جربت رمز التعريف الشخصي تبعي عدة مرات,1
I can't figure out how to unblock my pin number. Can you help me?,مش عارف كيف بدي الغي حظر رمز التعريف الشخصي تبعي بتقدر تساعدني؟,1
My contactless payments don't work.,مدفوعاتي اللاتلامسية ما بتشتغل.,1
What do I have to do to get the contactless to work?,شو اعمل عشان اخلي الدفع اللاتلامسي يشتغل؟,1
Can I make a contactless payments?,بقدر ادفع لاتلامسي؟,1
The contactless payments are not working.,المدفوعات اللاتلامسية ما بتشتغل؟,1
Is there a top up fee for transfer?,في رسوم اضافية للتحويل؟,1
Am I going to see a charge for a SEPA transfer?,رح تطلعلي رسوم على حوالات عليورو؟,1
Will I be charged for topping up by transfer?,رح أدفع مقابل الشحن عن طريق التحويل؟,1
Can I transfer money using the SWIFT service?,ممكن أحول المصاري عن طريق خدمة سويفت؟,1
How much will it be in order to pay with a bank transfer using SEPA?,كم رح يكون مقابل الدفع كحوالة بين دول اليورو؟,1
do you have a fee for receiving a SEPA transfer?,في عندكم رسوم لاستلام حوالة يورو,1
Will I be charged for adding money by transfer?,رح ادفع اذا بضيف مصاري عن طريق التحويل؟,1
What is the cost of a transfer?,كم بتكلف الحوالة؟,1
Are SWIFT transfers supported?,تحويلات سويفت متوفرة؟,1
What are the additional charges for a SWIFT transfer?,شو الرسوم الاضافية على حوالة سويفت؟,1
Will I be charged for receiving the money?,في دفع مقابل استلام المصاري؟,1
What kind of fee is there to top-up my account?,شو الرسوم لتعبئة الحساب؟,1
How long will it take for my money to be deposited?,كم بوخد وقت لحتى مصرياتي يتودعو؟,1
Why is my top up not completing?,ليش شحني ما كمل؟,1
I think my top up is still pending?,شكلو الشحن عندي لسا معلق؟,1
My top-up funds aren't available yet.,المصاري الي حطيتهم مش مبينين,1
"I tried to top up, but the funds show up as pending. I thought it was instant?",جربت احط مصاري عالرصيد بس اعطاني انو معلق، شكلها كانت مستعجلة؟,1
My account is new why can I not top up,ما بقدر اعبي مع انو حسابي جديد,1
What happened to my Top-Up? It's not reflected.,رصيدي الي شحنتو شو صار فيه؟,1
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,انا اليوم جربت اشحن لاول مرة بس لسا معلق وما بشتغل مشان هيك محتاج انو تصلحو الوضع عندي,1
"Needed gas, been delayed for half an hour.Please fix it!",مطلوب غاز وتاخر نص ساعة ممكن تصلحو؟,1
Why hasn't my top-up gone through?,ليش الرصيد ما تعبى؟,1
I'm pretty sure my top up is still pending.,أنا متأكدة إنه التعبئة لساتها معلقة.,1
"My top up keeps showing pending? How long will things be like this? Days, weeks, months? I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",شحني بضل معلق على طول؟ لإيمتى بضل هيك؟ أيام، أسابيع، أشهر؟ أنا محتاجة للمصاري عشان عملية شراء قهوة مهمة، ممكن تحكيلي متى رح يعمل الشحن؟,1
My top-up appears to be pending.,شكله الشحن تبعي معلق.,1
"I topped-up my account, but I don't think it went through.",عبيت حسابي، بس ما بعتقد إنه مر.,1
What is wrong with my top-up?,شو الخطأ في تعباية الرصيد تبعي؟,1
I'm not certain my top-up went through yet.,مش متأكدة إنه الشحن خلص.,1
"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",مرحبا، حولت دفعة لحساب والرقم الي دخلته غلط، بتقدر تلغيه بأسرع وقت ممكن؟,1
How do i cancel a charge?,كيف بقدر الغي الرسوم؟,1
I made a mistake and performed a transaction on the wrong account!,هل بإمكان ابنتي أن تنشئ حساب؟,1
Is it possible to cancel a transaction?,هل بقدر اني الغي المعاملة؟,1
Please cancel my last transaction.,لو سمحت في مجال تلغوا معاملتي الاخيرة ضروري,1
Is there any way to cancel a recent transfer? I did not mean to make it and need to make sure it does not go through.,في طريقة لإلغاء تحويل جديد؟ مش قصدي اعمله ولازم اتأأكد انه ما راح.,1
I have a transaction and would like to know if I it's cancelable?,عندي معاملة وبدي اعرف اذا ممكن تنلغى؟,1
"Hi , I just came to know I made the wrong transaction yesterday. Would you please make it correct?I need it by tomorrow.",مرحبا هسا عرفت اني عملت معاملة غلط مبارح. بتقدر تصححه لو سمحت؟ بدي اياه لحد بكرا.,1
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,أنا بدي مساعدة فورية. عرفت اني بعتت دفعتي لرقم حساب غلط. عملت غلط مطبعي. بتمنى إلغاء التحويل عالسريع . ما بقدر اعمل أي شيء من التطبيق.,1
A payment I made is for a wrong amount can you help me correct the mistake.,الدفعة الي عملتها كانت مبلغ غلط، بتقدر تساعدني بتصحيح الغلط؟,1
Help! I made a transfer in error and need to cancel it before it's complete!,ساعدني! عملت تحويل بالغلط وبدي الغيه قبل يكتمل!,1
How can I revert a transaction from this morning?,طيف بقدر اتراجع عن تحويل الصبح؟,1
There's been a transaction to the wrong account.,في معاملة لحساب غلط,1
How can I cancel this transaction?,كيف بقدر الغي التحويلة؟,1
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,بدي مساعده هسا. لانوا بعتت دفعتي لرقم حساب غلط، ياريت تعدلوها من عندكم لانه ما بيزبط من التعليق,1
